Team Number
Team Name
City
State
Country
Team Number: 118
Team Name: Robonauts
City: League City
State: TX
Country: USA
Team Number: 148
Team Name: Robowranglers
City: Greenville
State: TX
Country: USA
Team Number: 159
Team Name: Alpine Robotics
City: Fort Collins
State: CO
Country: USA
Team Number: 662
Team Name: Rocky Mountain Robotics
City: USAF Academy
State: CO
Country: USA
Team Number: 698
Team Name: Hamilton Microbots
City: Chandler
State: AZ
Country: USA
Team Number: 1011
Team Name: CRUSH
City: Tucson
State: AZ
Country: USA
Team Number: 1157
Team Name: Landsharks
City: Boulder
State: CO
Country: USA
Team Number: 1245
Team Name: MoHi Shazbots
City: Louisville
State: CO
Country: USA
Team Number: 1303
Team Name: WYOHAZARD
City: Casper
State: WY
Country: USA
Team Number: 1332
Team Name: Swift
City: Collbran
State: CO
Country: USA
Team Number: 1339
Team Name: AngelBotics
City: Denver
State: CO
Country: USA
Team Number: 1410
Team Name: The Kraken
City: Denver
State: CO
Country: USA
Team Number: 1583
Team Name: Ridge View Academy Rambotics
City: Watkins
State: CO
Country: USA
Team Number: 1584
Team Name: Pirates
City: Nederland
State: CO
Country: USA
Team Number: 1619
Team Name: Up-A-Creek Robotics
City: Longmont
State: CO
Country: USA
Team Number: 1730
Team Name: Team Driven
City: Lees Summit
State: MO
Country: USA
Team Number: 1799
Team Name: Wired Up!
City: Littleton
State: CO
Country: USA
Team Number: 1977
Team Name: The PowerSquids
City: Loveland
State: CO
Country: USA
Team Number: 2036
Team Name: The Black Knights
City: Boulder
State: CO
Country: USA
Team Number: 2083
Team Name: Team BLITZ
City: Conifer
State: CO
Country: USA
Team Number: 2240
Team Name: Brute Force
City: Denver
State: CO
Country: USA
Team Number: 2259
Team Name: 1/4 Twenties
City: Denver
State: CO
Country: USA
Team Number: 2261
Team Name: Casa Robotics
City: Longmont
State: CO
Country: USA
Team Number: 2848
Team Name: ⚡ ALL SPARKS ⚡
City: Dallas
State: TX
Country: USA
Team Number: 2945
Team Name: Steel Mustangs
City: Manitou Springs
State: CO
Country: USA
Team Number: 2996
Team Name: Cougars Gone Wired
City: Colorado Springs
State: CO
Country: USA
Team Number: 3005
Team Name: RoboChargers
City: Dallas
State: TX
Country: USA
Team Number: 3200
Team Name: Raptacon
City: Aurora
State: CO
Country: USA
Team Number: 3288
Team Name: Punchers
City: Big Piney
State: WY
Country: USA
Team Number: 3374
Team Name: RoboBroncs
City: Jackson
State: WY
Country: USA
Team Number: 3648
Team Name: Sparta Robotica
City: Denver
State: CO
Country: USA
Team Number: 3729
Team Name: The Raiders
City: Aurora
State: CO
Country: USA
Team Number: 3807
Team Name: Overland BlazerBots
City: Aurora
State: CO
Country: USA
Team Number: 4068
Team Name: Palmer Ridge BEARbotics
City: Monument
State: CO
Country: USA
Team Number: 4153
Team Name: Project Y
City: Los Alamos
State: NM
Country: USA
Team Number: 4293
Team Name: Komodo
City: Highlands Ranch
State: CO
Country: USA
Team Number: 4386
Team Name: Mecha-maniacs
City: Brush
State: CO
Country: USA
Team Number: 4388
Team Name: Ridgebotics
City: Fort Collins
State: CO
Country: USA
Team Number: 4418
Team Name: Team IMPULSE
City: Highlands Ranch
State: CO
Country: USA
Team Number: 4499
Team Name: The Highlanders
City: Fort Collins
State: CO
Country: USA
Team Number: 4550
Team Name: Something's Bruin
City: Greenwood Village
State: CO
Country: USA
Team Number: 4593
Team Name: Rapid Acceleration
City: Rapid City
State: SD
Country: USA
Team Number: 4641
Team Name: HazMat Hawks
City: Red Oak
State: TX
Country: USA
Team Number: 4944
Team Name: The Hi Fives
City: Grand Junction
State: CO
Country: USA
Team Number: 5126
Team Name: Electromagnetic Panthers (E.M.P.)
City: Riverside
State: MO
Country: USA
Team Number: 5493
Team Name: SMAbotics AG
City: Englewood
State: CO
Country: USA
Team Number: 5657
Team Name: Rawhide Robotics
City: Lusk
State: WY
Country: USA
Team Number: 5763
Team Name: Lightning Robotics
City: Broomfield
State: CO
Country: USA
Team Number: 5899
Team Name: FROST
City: Littleton
State: CO
Country: USA
Team Number: 6459
Team Name: AG Robotik
City: 34
State: 34
Country: Turkey
Team Number: 7243
Team Name: High Tech Early College
City: Denver
State: CO
Country: USA
